id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
1077001,Sanctuary in East Flatbush,41763838164,unconfirmed,Anna,Brooklyn,Flatlands,40.63188,-73.93248,United States,US,True,moderate,Private room,2020.0,$96 ,$19 ,2.0,2.0,1/1/2019,0.02,4.0,1.0,334.0,"Please clean after yourself, wipe spilled water after using the bathroom, do not smoke in the apartment and treat the place as you would treat your home! Please let us know about pets or service animals in advance.",
1077553,Room with En Suite Bathroom & Deck,80213101260,verified,Dominik,Brooklyn,Clinton Hill,40.6873,-73.9634,United States,US,True,strict,Private room,2021.0,"$1,192 ",$238 ,,426.0,6/24/2019,3.89,3.0,3.0,92.0,No Smoking No Pets No Parties but few friends always welcome Its a private space but keep sounds moderate for neighbors and me,
1078106,FLAT MACDONOUGH,12359551036,unconfirmed,Frederick,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,United States,US,False,flexible,Entire home/apt,2010.0,$593 ,$119 ,,227.0,6/23/2019,2.09,5.0,2.0,-10.0,,
1078658,Huge Private  Floor at The Waverly,6534696854,verified,Adrian,Brooklyn,Clinton Hill,40.6863,-73.96765,United States,US,True,flexible,Private room,2012.0,$490 ,$98 ,,84.0,,0.77,2.0,3.0,378.0,,
1079210,"Modern Greenpoint, Brooklyn Apt",63891709973,verified,Martin,Brooklyn,Greenpoint,40.73409,-73.95348,United States,US,False,moderate,Entire home/apt,2016.0,$488 ,$98 ,,,,0.03,4.0,1.0,325.0,,
1080315,"Sunny, Cobble Hill Apartment",82129516523,unconfirmed,Hailey,Brooklyn,Cobble Hill,40.6857,-73.99183,United States,US,False,flexible,Entire home/apt,2017.0,"$1,109 ",$222 ,,4.0,,0.04,3.0,1.0,351.0,,
1080867,Fully Furnished Basement Apartment,57811865410,unconfirmed,Dominik,Queens,Flushing,40.74028,-73.83168,United States,US,True,strict,Private room,2018.0,$606 ,$121 ,,1.0,,0.01,4.0,1.0,389.0,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",
1081420,FLAT MACDONOUGH GARDEN,64718456383,unconfirmed,Ryan,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,United States,US,False,moderate,Entire home/apt,2007.0,$853 ,$171 ,,124.0,,1.72,2.0,2.0,16.0,"The unit is a condo, with another unit upstairs.  Please be considerate of our neighbors, and respect the shared spaces (front porch, backyard) and limit any noise after 10 PM.  Guests are not allowed to use the bbq or smoker during their stay (sorry!).",
1081972,Light filled Williamsburg Apartment,28474746188,unconfirmed,Heather,Brooklyn,Williamsburg,40.71596,-73.93938,United States,US,False,strict,Entire home/apt,2011.0,$172 ,$34 ,,11.0,7/2/2019,0.11,3.0,1.0,325.0,,
1082524,Retreat in Williamsburg,22731046418,verified,Abraham,Brooklyn,Williamsburg,40.71492,-73.95935,United States,US,True,strict,Entire home/apt,2007.0,,$64 ,4.0,240.0,6/17/2019,2.19,3.0,1.0,337.0,"Leave shoes by door No strong scents (perfumes, hair sprays, etc.) No events, drunkenness, or loud music No noise in the stairway",
1084181,Sunny Room in Old Historical Brooklyn Townhouse,7020663711,unconfirmed,Jessica,Brooklyn,Fort Greene,40.69101,-73.97312,United States,US,True,strict,Private room,2014.0,$162 ,$32 ,8.0,27.0,6/29/2019,1.05,4.0,5.0,18.0,I'm a semi kosher vegetarian which means that I don't bring any pork or shelled fish into the house.  Chicken/Red meat is fine.,
1084733,Sun Filled Classic West Village Apt,45352858672,verified,Valeria,Manhattan,West Village,40.73474,-74.00101,United States,US,False,moderate,Private room,2009.0,$944 ,$189 ,4.0,79.0,6/22/2019,0.74,3.0,1.0,130.0,- Minimum two night stay  - No smoking or drugs  - No parties and please be respectful of neighbors - Pets are welcome for an extra $50/night,
1085286,Lg Rm in Historic Prospect Heights,28372000134,unconfirmed,Wilson,Brooklyn,Prospect Heights,40.67386,-73.96641,United States,US,True,moderate,Private room,2009.0,$505 ,$101 ,15.0,9.0,5/10/2013,0.09,2.0,1.0,43.0,"Please! No parties, no pets, no smoking, no illegal downloading from the Internet.",
1085838,Classic Artist Loft Williamsburg,85684057000,verified,Mike,Brooklyn,Williamsburg,40.71536,-73.96057,United States,US,True,strict,Private room,2009.0,$113 ,$23 ,3.0,155.0,6/13/2019,1.61,2.0,1.0,18.0,,
1086390,,47292670441,unconfirmed,Dainton,Brooklyn,Prospect Heights,40.6741,-73.96595,United States,US,False,flexible,Entire home/apt,2020.0,$810 ,$162 ,15.0,4.0,8/27/2018,0.05,3.0,1.0,0.0,Events or parties are a separate charge at our Bed and Breakfast. Nothing after 10 pm.,
1086943,Private Bdrm/Bathrm. New! Elevator!,80380133240,unconfirmed,Audrey,Manhattan,East Harlem,40.79295,-73.93997,United States,US,True,moderate,Private room,2022.0,$370 ,$74 ,2.0,34.0,,0.32,5.0,1.0,373.0,"No smoking, No animals—we already have enough! No house parties. The maximum number of guests allowed in this room is two. Additional guests are not allowed unless they're just stopping in for a brief visit—still, please do clear it with me first.  I am trustworthy, clean and respectful and I expect my guests to be the same.  This is a calm, quiet neighborhood, so we ask that guests please adjust their decibels accordingly.  I ask that guests leave rooms the same way  they found them, making sure to clean up after cooking, to take hair out of the drains, and to put trash in trashcans.  Please  make yourself at home and feel free to use all my kitchen stuff, though I do have to play kitchen Nazi with a few items that require special cleaning (wok! cast iron frying pan!).  No pets allowed. No smoking. No storage permitted outside of rented room, outside of basket for toiletries in bathroom that I'll  point out to you.  Guests will please keep perishables in the college-size refrigerator ",
1091913,Luxurious Condo in DUBMO with View,20270952150,unconfirmed,Edith,Brooklyn,DUMBO,40.70207,-73.98571,United States,US,True,strict,Private room,2016.0,$385 ,$77 ,47.0,14.0,4/25/2021,,2.0,1.0,190.0,"Please care for our home as you would your own. This is not a vacation rental, it is our real home :)  Upon your departure please load and run the dishwasher, and take out your garbage and recycling. Instructions will be provided for you.",
1092466,Charming & Cozy midtown loft any WEEK ENDS  !!!,3310140241,verified,Luke,Manhattan,Upper East Side,40.76123,-73.9642,United States,US,False,flexible,Entire home/apt,2021.0,$950 ,$190 ,81.0,4.0,9/23/2016,,1.0,1.0,335.0,Please be respectful.  Keep noise to a minimum after 9pm. No Smoking. No recovering patients from medical procedures. Thanks!,
1093018,* Spacious GARDEN Park Slope Duplex* 6 people max,61571782497,verified,Nicole,Brooklyn,Gowanus,40.66858,-73.99083,United States,US,False,strict,Entire home/apt,2021.0,$374 ,$75 ,144.0,80.0,7/6/2019,,2.0,1.0,52.0,"No candles, smoking or flame of any kind is allowed.  No pets and please be sensitive to the environment and our bills by turning off lights, heat and water when not in the apartment.",
1093570,Convenient cozy cheap apt Manhattan,29280666536,unconfirmed,Agata,Manhattan,Harlem,40.82704,-73.94907,United States,US,False,flexible,Entire home/apt,2011.0,$375 ,$75 ,371.0,2.0,11/2/2015,,4.0,1.0,70.0,"You will be sharing a bathroom, so you must be considerate of time spent in the bathroom in the morning when getting ready. If you use the kitchen, please put the dirty cups, bowls, plates, and silverware in the dirty dishes tub, and hand wash all of the pots, pans, and cooking tools you use. Please clean up any mess you may have made. Remember to turn on the fan when using the stove or oven so the fire alarm does not go off from the steam! Please only smoke outside, away from the apartment building, and dispose of your cigarettes responsibly. Checkout: Checkout is at 11:00 am, please inquire if you would like to check out later or leave your bags with us for the day. If we are not awake/home when you leave, please leave the passes on the desk in your room, lock the front door behind you, and put your keys in the lock box behind the front stair case.",
1094675,House On Henry (2nd FLR Suite),44408473243,,James,Brooklyn,Carroll Gardens,40.6783,-74.00135,United States,US,False,moderate,Entire home/apt,2008.0,$842 ,$168 ,273.0,150.0,6/18/2019,1.4,5.0,3.0,141.0,"-Please no pets -Quiet hours are from 10pm - 8am -No smoking inside, outside is fine -Please be respectful of the place, and cleaning up after yourself",
1095779,Sunny cozy room in Brklyn townhouse,29877853006,,Jared,Brooklyn,Bushwick,40.70641,-73.91765,United States,US,False,moderate,Private room,2014.0,$503 ,$101 ,275.0,47.0,6/19/2019,0.94,5.0,1.0,263.0,No pets that shed; If you have a hypo-allergenic dog that is ok. ,
1096332,Room with a View,80294758485,,Eric,Bronx,Highbridge,40.83232,-73.93184,United States,US,True,flexible,Private room,2006.0,$483 ,$97 ,323.0,219.0,7/4/2019,2.04,1.0,3.0,200.0,"All I ask is that you don't make too big a mess, don't smoke, don't break anything, and be respectful of my roommates/neighbors.",
1097436,West Inn 2 - East Village,56474290668,,Olivia,Manhattan,East Village,40.72518,-73.98034,United States,US,False,flexible,Private room,2020.0,$185 ,$37 ,99.0,84.0,6/23/2019,0.78,4.0,4.0,144.0,Smoking whatever is your preference is ok on the decks.  Please use ashtrays and dispose of debris.    Clean up after your pet but feel free to use the yard for bathroom activities.,
1097989,Financial District Luxury Loft,57567873573,verified,Amy,Manhattan,Financial District,40.70666,-74.01374,United States,US,False,strict,Entire home/apt,2022.0,$387 ,$77 ,268.0,114.0,6/20/2019,1.06,4.0,1.0,320.0,"No Smoking.  Smoke alarms will sound (not just in the unit, but throughout the other units in the building as well).  Please keep the outside gate closed.  No parties. Overnight guests, other than those listed on the reservation, are not allowed.",
1098541,BROOKLYN VICTORIAN STYLE SUITE.....,83631499592,unconfirmed,Frederick,Brooklyn,Fort Greene,40.69098,-73.97113,United States,US,False,flexible,Private room,2008.0,"$1,155 ",$231 ,-10.0,213.0,6/24/2019,2.0,5.0,2.0,19.0,There is no smoking on the property. No outside guests are allowed. The building's quiet hours begin at 9pm.,
1099093,Your own Lovely West Village Studio,64716183027,verified,April,Manhattan,West Village,40.73756,-74.00405,United States,US,False,strict,Entire home/apt,2017.0,$665 ,$133 ,189.0,86.0,6/1/2019,0.8,1.0,1.0,293.0,We expect guests to treat this as they would their own home.  We don't allow pets.  We don't allow smoking.,
1099645,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,13628045272,verified,Daniel,Manhattan,Harlem,40.81526,-73.94791,United States,US,True,strict,Entire home/apt,2013.0,$175 ,$35 ,30.0,80.0,5/26/2019,0.75,2.0,3.0,58.0,"We ask guests to leave the house as they found it and to respect our home, our belongings, and our privacy. No smoking or drug use in our home at any time.",
1100198,Greenwich Village Stylish Apartment,31589665723,unconfirmed,Jared,Manhattan,West Village,40.73423,-74.0046,United States,US,True,strict,Entire home/apt,2012.0,$408 ,$82 ,340.0,38.0,4/20/2016,0.36,1.0,1.0,163.0,I appreciate guests on the quiet side who are mindful that this is my home. Non-smoking please. No open flames permitted. No pets.,
1100750,Clean and Cozy Harlem Apartment,42380667906,verified,Ashton,Manhattan,Harlem,40.82374,-73.9373,United States,US,False,strict,Entire home/apt,2019.0,$601 ,$120 ,128.0,18.0,12/17/2018,1.79,3.0,1.0,240.0,"We live on the premises - two women,  two dogs and a cat. We are a strictly NON-SMOKING household - this includes all smokeable substances. We tend to stay up late, so late arrivals to about 11 pm or so are OK. We can arrange for a later check-in via a key box, but we may not meet you in person until the next morning. Check-in is after 5 pm except by prior arrangement, and checkout is at 11 am promptly to allow time for the unit to be cleaned before the next guest. This is a quiet residential neighborhood so please, no parties or loud music. There is door from the 3rd floor onto the roof as a safety exit, but the rubber roof is very delicate.  If you are tempted to walk out on the roof, please do so in your bare feet only.  There is no railing for the roof.  Under no circumstances may children access the roof. Thank you for not smoking any substance on the roof, on the deck or anywhere on the premises.",
1101302,"Fort Greene, Brooklyn: Center Bedroom",9549678609,unconfirmed,Adele,Brooklyn,Fort Greene,40.68863,-73.97691,United States,US,False,flexible,Private room,2011.0,$107 ,$21 ,350.0,206.0,6/30/2019,1.92,4.0,2.0,96.0,"-No shoes in our home. Please leave them at the door in the foyer. -No smoking in the house indoors. There are ashtrays outside. -No stealing cutlery, utensils, other kitchen items or of any kind. -No damaging walls or windows. -No alterations, decorations, structural changes or additions to the premises. -No lock combinations shall be shared, nor a new lock installed. -Please do not take any of the local town guides. They are for information purposes. -All children should be supervised. -No early check-in or late checkout without prior approval from the property manager. -The maximum occupancy (per contract) {and conditional pet request} may not be exceeded at any time during reservation. -When showering please keep shower curtain inside the tub",
1101855,Beautiful Queens Brownstone! - 5BR,65716686884,unconfirmed,Brad,Queens,Ridgewood,40.70382,-73.89797,United States,US,True,flexible,Entire home/apt,2011.0,$724 ,$145 ,166.0,10.0,5/12/2019,0.11,4.0,5.0,300.0,No Parties allow  Non smoking,
1102407,Couldn't Be Closer To Columbia Uni,44580630332,unconfirmed,Bruce,Manhattan,Morningside Heights,40.80549,-73.95924,United States,US,False,strict,Private room,2019.0,$450 ,$90 ,110.0,122.0,5/14/2019,1.18,4.0,2.0,425.0,,
1103512,Park Slope haven 15 mins from Soho,36806839312,unconfirmed,Kelsey,Brooklyn,Park Slope,40.67994,-73.97863,United States,US,False,strict,Entire home/apt,2015.0,$327 ,$65 ,142.0,52.0,6/5/2019,0.5,4.0,1.0,83.0,No smoking.,
1104064,SAFE  AND BEAUTIFUL ACCOMODATION,93242543275,verified,Natalie,Brooklyn,Bedford-Stuyvesant,40.67992,-73.9475,United States,US,False,strict,Private room,2015.0,$946 ,$189 ,366.0,126.0,5/19/2019,1.17,,4.0,332.0,,
1104616,Large Room in private Brownstone in Park Slope,25032439747,unconfirmed,Lana,Brooklyn,Prospect Heights,40.67868,-73.97307,United States,US,False,strict,Private room,2017.0,$498 ,$100 ,,51.0,6/24/2019,0.48,,3.0,271.0,Like it is their own house. I've had problems in the past with AirBnB so I need to be assured that guests will treat the house with respect and care.,
1105168,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",40177622054,unconfirmed,Victor,Manhattan,Upper East Side,40.76834,-73.95334,United States,US,False,flexible,Private room,2020.0,$720 ,$144 ,,199.0,6/24/2019,1.85,,1.0,156.0,"Stay kinda quiet after 11, don't leave the door open, and you're good to go. Have fun!",
1105721,"LARGE, COMFY 1BDR W/CHARACTER!!!",5715989004,verified,Edgar,Brooklyn,Bedford-Stuyvesant,40.68237,-73.9415,United States,US,False,flexible,Entire home/apt,2011.0,$174 ,$35 ,,30.0,3/2/2022,0.29,,1.0,,,
1106273,Chelsea Studio sublet 1 - 2 months,4828083235,verified,Antony,Manhattan,Chelsea,40.74031,-73.99999,United States,US,True,moderate,Entire home/apt,2021.0,$323 ,$65 ,,3.0,7/17/2015,0.03,,1.0,,"- NO parties or events. -NO smoking inside. You are welcome to smoke outside. -We ask guests to maintain a low noise level after 10pm and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner but no loud music. -NOTHING but toilet paper and human waste in the toilet.  -Hair dyeing are not allowed in the apartment as the wood, furniture and bathroom sink can stain very easily. -All overnight guests must be booked through Airbnb.  Enjoy yourself!  Ask us for anything you may need while you're here! We will do our best to help.",
1110691,"Quiet, sunny Midtown Manhattan apt.",72064826815,verified,,Manhattan,Hell's Kitchen,40.76244,-73.99271,United States,US,True,flexible,Entire home/apt,2013.0,$402 ,$80 ,5.0,10.0,7/1/2019,1.01,3.0,1.0,,"The unit is a two unit condo.  Noise needs to be reduced after 11pm.  Unit is no smoking, any smoking must be done in the back yard area.  No pets are allowed.  Security deposit paid up front  covers any damaged items.  The deposit will be refunded after inspection of the unit.  Cleaning fee of $135 will be assessed for basic cleaning of the unit.  Excessive cleaning with be subject to a greater fee, taken from the security deposit.  ",
1115662,,14045566528,,Adrianna,Manhattan,Harlem,40.81035,-73.94598,United States,US,False,moderate,Entire home/apt,2022.0,$749 ,$150 ,1.0,104.0,6/22/2019,1.0,1.0,5.0,15.0,"Please respect our neighbors and keep the noise level at a respectful level. While we hear very little from our downstairs neighbor, she hears our sounds easily.",
1116214,Cozy bedroom by Yankee Stadium,30253075852,,Vincent,Bronx,Highbridge,40.83075,-73.93058,United States,US,True,flexible,Private room,2007.0,$538 ,$108 ,1.0,138.0,6/30/2019,1.45,1.0,3.0,138.0,THIS IS A NON-SMOKING RESIDENCE. NO Children under the age of 16  Smoking is permitted on your private deck only. Quiet hours are from 11:00 p.m. - 7:00 a.m. No pets allowed. Be respectful of your neighbors.,
1116767,Great apartment with private bathroom and entrance,50778476532,,Frederick,Manhattan,East Harlem,40.79958,-73.94275,United States,US,False,flexible,Private room,2007.0,$252 ,$50 ,5.0,204.0,6/23/2019,1.92,1.0,1.0,327.0,1. no pets 2. no smoking 3. no use of fireplace ,
1117319,Private Garden Apt • New Renovation,760769897,,Ryan,Brooklyn,Williamsburg,40.71625,-73.93845,United States,US,True,moderate,Entire home/apt,2020.0,,$176 ,2.0,253.0,7/2/2019,3.04,3.0,1.0,124.0,Just general respect for the place and my neighbors. Be aware about noise on the back deck in the evening.,
1117871,Modern comfort in art infused landmark Brownstone,25801284480,,Tiana,Brooklyn,Bedford-Stuyvesant,40.6829,-73.93549,United States,US,True,strict,Private room,2019.0,,$152 ,2.0,23.0,7/1/2019,0.22,5.0,1.0,137.0,"Enjoy your stay, and please take care of the apartment like it's your own home. No parties and no smoking please.",
1118424,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",62325020363,,Perkins,Manhattan,NoHo,40.72773,-73.99134,United States,US,True,flexible,Private room,2016.0,,$151 ,2.0,115.0,12/5/2018,1.17,2.0,1.0,192.0,"SMOKING: Not allowed anywhere on the property! Violation of this rule WILL result in an added cleaning fee. DOORS: Doors to the condo and building are to remain CLOSED and LOCKED at all times. PARKING: If you need a space to park, please let me know immediately! I have one space available and it can accommodate 1-car only. The street is parking by permit only.  You will be ticketed if you try to park there during the day (MON - FRI). There is a pay lot at the end of my street if you are traveling with two cars. The cost is under $10 a day. NOISE: Please be respectful of the community and my neighbors and keep noise levels to a minimum at all times. KITCHEN:  Anything in the kitchen (spices, oils, things in the fridge, etc.) are yours to use. TOWELS & LINENS: The condo has plenty of towels and linens. Please be conscious of the environment and try to limit the amount of towels you use during your stay.",
1118976,Sleek & Comfortable Soho Apt,47502993049,,Brown,Manhattan,West Village,40.72861,-74.0049,United States,US,False,moderate,Entire home/apt,2006.0,,$48 ,5.0,129.0,5/19/2019,,2.0,1.0,81.0,,
1119528,Spacious Williamsburg Share w/ LOFT BED,21636248705,verified,Perry,Brooklyn,Williamsburg,40.70979,-73.95162,United States,US,False,strict,Private room,2017.0,$131 ,$26 ,4.0,82.0,6/10/2019,,4.0,2.0,361.0,This is our home and we want guests who respect our privacy and the fact that we are two working parents with kids. We can usually be flexible with check-in and check-out times so please let us know if you have any particular needs.,
1120633,Cozy East Village Railroad 1 Bed!,79861348248,verified,Cooper,Manhattan,East Village,40.72752,-73.98432,United States,US,False,strict,Entire home/apt,2010.0,"$1,089 ",$218 ,1.0,204.0,7/1/2019,2.04,5.0,1.0,353.0,No parties no loud music any issues please call,
1121185,1 Bedroom Loft w/ Private Roof Deck,11696098683,unconfirmed,Foster,Brooklyn,Greenpoint,40.729,-73.95829,United States,US,True,strict,Entire home/apt,2017.0,$518 ,$104 ,2.0,69.0,6/13/2019,0.65,2.0,1.0,213.0,,
1121737,City Room - Private & Comfy Bedroom,38264908739,verified,Morrison,Manhattan,Harlem,40.81219,-73.94499,United States,US,True,strict,Private room,2010.0,$220 ,$44 ,1.0,192.0,,1.84,5.0,5.0,137.0,"Check-in time can sometimes be flexible and we can provide advice for luggage storage if needed. No smokers please. Please do not spray perfumes, colognes or after-shaves as Nina has allergies.  Thanks for understanding. No eating in the bedroom.  Enjoy your stay!",
1122290,Elegant NYC Pad,49921339869,unconfirmed,Bennett,Queens,Ditmars Steinway,40.77185,-73.90502,United States,US,True,moderate,Entire home/apt,2016.0,"$1,133 ",$227 ,2.0,17.0,,0.16,3.0,1.0,336.0,"Earlier than 1pm check-in may be an option, will accommodate when possible.   Mutual civility and respect make life simple.  I tend to turn in by 10pm - so this not a great location for very  late night check-ins.  Not a good situation for coming and going into the small hours. Quiet after 10pm.",
1122842,"Clean & bright 1BR in Cobble Hill, GREAT location!",38579657286,unconfirmed,Baker,Brooklyn,Cobble Hill,40.68926,-73.99386,United States,US,True,strict,Entire home/apt,2021.0,$316 ,$63 ,2.0,222.0,,2.12,2.0,1.0,23.0,"People live downstairs, so please don't walk around wearing hard shoes, be quiet on the stairway, and quiet down after 11:00. No candles in the apartment. Please carefully make sure the front door clicks shut when you come or go! Thank you!",
1123394,"Modern, Large East Village Loft",13467711251,unconfirmed,Spencer,Manhattan,East Village,40.72821,-73.98701,United States,US,True,flexible,Entire home/apt,2015.0,$396 ,$79 ,3.0,205.0,6/23/2019,1.96,4.0,1.0,19.0,,
1123947,"Great new apt, close to everything",79638424542,verified,Ross,Manhattan,Hell's Kitchen,40.7672,-73.98508,United States,US,False,flexible,Entire home/apt,2020.0,$813 ,$163 ,3.0,94.0,6/9/2019,0.96,5.0,1.0,395.0,"Kid friendly if you bring your own pack n play or crib. IF YOU HAVE ALLERGIES PLEASE LET US KNOW. There is a dog who lives here, who will not be present for your stay, but who might have left behind some dander that could make you sad!",
1124499,Quiet & Clean Retreat in the City,18399221085,unconfirmed,Rogers,Manhattan,East Village,40.73012,-73.99053,United States,US,False,moderate,Entire home/apt,2017.0,$111 ,$22 ,3.0,7.0,5/24/2019,0.07,3.0,1.0,410.0,"We would love to hear a bit about you and what brings you to Boston before accepting any reservations. Please make sure your profile is filled out (including a clear picture of you), and your online and offline verifications are complete before you submit a reservation request so we have an idea of who you are.  Please be respectful of my home and other guests - clean up after yourself, keep your toiletries neat and organized in the shared bathroom, no smoking indoors, and please remove your shoes upon entering.   I have coffee and tea for guests, and will leave out some basic breakfast items like snack bars and fresh fruit, however if you are planning on using the kitchen during your stay I ask that you provide your own food and drink.   Please do not bring additional guests home without express prior permission from the host.   Sorry, no pets allowed.",
1125051,Stylish Large Gramercy Loft!,80178020812,unconfirmed,Martin,Manhattan,Flatiron District,40.7403,-73.98498,United States,US,True,strict,Entire home/apt,2020.0,$908 ,$182 ,2.0,108.0,6/30/2019,1.09,2.0,1.0,78.0,"-NO smoking inside. You are welcome to smoke outside, but please be respectful if the kids are in the yard or garden. -NO candles or incense please! The gas stove should be the only indoor flame.  -We ask guests to maintain quiet from 9pm-9am and be respectful of noise levels during the day. You are welcome to have a few friends over for dinner, and we love noisy kids, but loud music or loud parties do not work well in this space.  -The original house and foundation are over 150 years old, and although we strive to keep it very clean the occasional mouse or animal has found it's way in (mostly behind the walls, so you might hear scratching although we are trying to seal all the foundation holes), so please keep food mess put away. -Please clean up messes that could stain or damage our carpets, furniture or bathroom. Hair dyeing and hair cuts are not allowed in the apartment as the wood and claw foot tub can stain very easily. -Please remove muddy, snowy or shoes with anything on them t",
1125604,The Brownstone-Luxury 1 Bd Apt/NYC,95734990661,verified,Dixon,Manhattan,Harlem,40.80931,-73.94343,United States,US,True,moderate,Entire home/apt,2008.0,$823 ,$165 ,3.0,222.0,6/26/2019,2.1,5.0,2.0,188.0,Please treat my home with the love and care you would give your own.,
1126156,PRIVATE Room on Historic Sugar Hill,46480721644,unconfirmed,Allen,Manhattan,Harlem,40.8251,-73.94287,United States,US,True,flexible,Private room,2011.0,$186 ,$37 ,1.0,458.0,7/3/2019,4.58,4.0,2.0,338.0,- Animaux sur place (lapins) - respect du voisinage - Acces à la chambre des autres locataires interdit ,
1126708,South Slope Green,20576025416,verified,Murphy,Brooklyn,Windsor Terrace,40.6585,-73.98397,United States,US,False,strict,Private room,2021.0,$84 ,$17 ,2.0,21.0,5/17/2019,0.26,1.0,1.0,66.0,"No candles. Close and lock windows when you leave the house. Clean up after yourself in the bathroom and the kitchen. Mutual respect and have fun! If you want to have an event or party, let's check in about it first.",
1127260,"17 Flr. Manhattan Views, Nr. Subway",81471714501,unconfirmed,Clark,Manhattan,Roosevelt Island,40.76193,-73.9501,United States,US,False,moderate,Private room,2018.0,$241 ,$48 ,7.0,17.0,5/8/2019,0.3,4.0,1.0,322.0,Guests are liable for any damage to the unit or property. Guests assume all personal liability and risk for injury to themselves and others during their stay.,
1127813,"Spacious 1BR, Adorable Clean Quiet",5961679794,verified,Montgomery,Manhattan,Lower East Side,40.72052,-73.98589,United States,US,False,strict,Entire home/apt,2017.0,$54 ,$11 ,3.0,41.0,1/2/2019,0.39,3.0,1.0,322.0,"Guests to be reasonable; don't make late-night and AM noise,  ASK about having pets-- dogs usually OK; cats (due to allergy) usually not OK Children welcome Shared bath has never been a problem No smoking inside. Washer and Line for drying available. Pls. use fridge/stove, etc.",
1128365,"Nice, clean, safe, convenient 3BR",41153188173,unconfirmed,Fowler,Queens,Ridgewood,40.70411,-73.89934,United States,US,True,strict,Entire home/apt,2020.0,$656 ,$131 ,14.0,1.0,4/3/2022,0.01,5.0,5.0,80.0,"-Remove shoes -be sure to lock the front door when entering or leaving the house -be reasonably quiet during sleeping hours - clean up after yourself in common areas like kitchen and bathroom -Good communication is key - There may be other guests staying and you will be sharing the bathroom with the host and one other guest. Please tell me a little bit about yourself and your purpose for the trip. Are you traveling for work, visiting friends in this area, or a tourist on vacation? This is a friendly household, reasonably quiet. -We expect guests to be reasonably quiet coming in and out before (9AM and after 10PM.  -No smoking -No pets - For safety reasons please do not invite other people to our place.  -Ask if you need anything, I will be providing you with towels, shampoo, conditioner, body wash, lotion, hair dryer. Self serve breakfast items will be provided as well, Coffee, tea, milk, half and half, yogurt, english muffins, with jam and butter, fresh fruits, instant oatmeal, and ce",
1128917,Franklin St Flat in Trendy Greenpoint Brooklyn,25015494698,unconfirmed,Payne,Brooklyn,Greenpoint,40.73401,-73.95967,United States,US,True,flexible,Entire home/apt,2018.0,$509 ,$102 ,2.0,69.0,5/19/2019,0.67,5.0,1.0,146.0,"No shoes in the house please - helps clean the house clean from dirt and germs. We don't charge a cleaning fee, so please leave the house in good shape.  Thank You!",
1129470,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",14920488865,unconfirmed,Adams,Manhattan,Chinatown,40.71756,-73.99503,United States,US,False,flexible,Entire home/apt,2016.0,"$1,198 ",$240 ,4.0,18.0,7/1/2019,0.18,5.0,2.0,382.0,No smoking inside or outside.  Please no food in the bedroom and keep the bedroom and bathroom neat.  Clean up after you are finished in the kitchen.,
1130574,,21781584182,verified,Miller,Manhattan,SoHo,40.72003,-74.00262,United States,US,True,strict,Entire home/apt,2014.0,$228 ,$46 ,4.0,94.0,6/23/2019,0.99,1.0,1.0,9.0,"Quiet house, respectful of other units in the building.",
1131127,,12938638555,unconfirmed,Dixon,Manhattan,Greenwich Village,40.73194,-73.99474,United States,US,True,moderate,Entire home/apt,2011.0,$874 ,$175 ,5.0,10.0,5/11/2019,0.1,4.0,1.0,256.0,Guest should bring own towels; sheets are provided.,
1131679,,74291995690,unconfirmed,Cameron,Manhattan,East Harlem,40.79163,-73.94573,United States,US,False,flexible,Entire home/apt,2020.0,"$1,052 ",$210 ,28.0,183.0,9/29/2018,1.83,2.0,2.0,-6.0,- We have school age children and request that our guests do not come and go and after 11pm on weekdays.,
1132231,City Room - Private Luxury Suite,34228394206,verified,Clark,Manhattan,Harlem,40.8118,-73.94434,United States,US,True,moderate,Private room,2011.0,"$1,127 ",$225 ,1.0,189.0,6/11/2019,1.82,3.0,5.0,83.0,,
1135545,Huge Chelsea Loft,27743402115,verified,Thomas,Manhattan,Chelsea,40.74358,-74.00027,United States,US,False,flexible,Entire home/apt,2006.0,$595 ,$119 ,2.0,35.0,7/27/2017,0.34,1.0,1.0,0.0,- has to be clean!,
